ссылаться_VERB	refer_NOUN
овация_NOUN	ovation_NOUN
ковер_NOUN	carpet_NOUN
шател_NOUN	chtelet_VERB
иллюзия_NOUN	illusion_NOUN
тепловой_ADJ	thermal_ADJ
глеб_NOUN	gleb_NOUN
предложение_NOUN	offer_VERB
дак_NOUN	ducky_ADV
последовательно_ADV	consistently_ADV
эмпирически_ADV	empirically_ADV
монтевердь_NOUN	monteverdi_NOUN
невеста_NOUN	bride_ADV
уникальный_ADJ	unique_ADJ
томислава_NOUN	tomislafifth_ADJ
грузин_NOUN	georgian_NOUN
докладчик_NOUN	rapporteurs_NOUN
кэгонь_NOUN	cagney_NOUN
суху_ADJ	sukhumi_NOUN
возмещение_NOUN	redress_NOUN
непроверенный_ADJ	unverify_ADJ
секретарь_NOUN	registrar_NOUN
неудовлетворительный_ADJ	unsatisfactory_ADJ
пугать_VERB	scare_ADV
пытаться_VERB	tr_VERB
отлов_NOUN	cull_VERB
косметика_NOUN	makeup_VERB
лед_NOUN	ledoux_NOUN
грусть_NOUN	sadness_NOUN
авторство_NOUN	authorship_NOUN
принимать_VERB	take_VERB
мумтаз_NOUN	mumtaz_PROPN
юбилей_NOUN	anniversary_ADV
челюсть_NOUN	jaw_NOUN
шёнборн_NOUN	schonborn_VERB
метаболит_NOUN	metabolite_VERB
комиссия_NOUN	commissions_NOUN
саадь_NOUN	saadi_NOUN
бродерик_NOUN	broderick_VERB
лесбиянка_NOUN	dyke_NOUN
русалка_NOUN	mermaid_NOUN
спектр_ADV	spectrum_NOUN
георгия_NOUN	georgi_NOUN
брюгге_NOUN	bruge_NOUN
дорогой_NOUN	dear_NOUN
подождать_VERB	wait_VERB
увлажнение_NOUN	hydration_NOUN
сик_NOUN	sik_VERB
перевод_NOUN	translation_NOUN
политика_NOUN	politician_NOUN
бой_NOUN	combat_VERB
картман_NOUN	cartman_NOUN
остановка_NOUN	stop_NOUN
легализация_NOUN	legalization_NOUN
кадря_NOUN	kadri_NOUN
анализировать_VERB	analyse_VERB
спектроскопия_NOUN	spectroscopy_NOUN
нить_NOUN	thread_ADV
жирный_ADJ	fatty_NOUN
ссв_NOUN	cer_NOUN
конт_NOUN	conte_VERB
ждь_NOUN	wait_VERB
тверия_NOUN	tiberia_NOUN
франк_NOUN	franc_NOUN
спираль_NOUN	helix_NOUN
змея_NOUN	snake_NOUN
задолженность_NOUN	arrear_NOUN
кальянин_NOUN	hookah_ADV
монтажник_NOUN	installer_NOUN
мар_NOUN	mare_NOUN
диспетчер_NOUN	dispatcher_NOUN
фармакокинетика_NOUN	pharmacokinetic_NOUN
фрагментация_NOUN	fragmentation_NOUN
маховик_NOUN	flywheel_ADV
личность_NOUN	identitie_NOUN
раздражать_VERB	annoy_ADV
слушание_NOUN	hear_VERB
гергий_NOUN	gergiefifth_ADJ
нитрид_NOUN	nitride_ADV
свежий_ADJ	fresh_ADJ
ухудшение_NOUN	deterioration_NOUN
аллювиальный_ADJ	alluvial_ADJ
арть_NOUN	artem_NOUN
заявление_NOUN	statement_NOUN
настаивать_VERB	insist_NOUN
автостоп_NOUN	hitchhike_VERB
подпись_NOUN	signature_NOUN
очко_NOUN	sunglass_NOUN
трудоустройство_NOUN	employment_NOUN
одежда_NOUN	cloth_NOUN
символ_NOUN	character_NOUN
комсомол_NOUN	komsomol_VERB
сова_NOUN	owl_ADV
привидение_NOUN	haunt_VERB
сумасшедший_VERB	crazy_NOUN
прогнозирование_NOUN	forecast_VERB
фальсификация_NOUN	falsification_NOUN
дарнть_VERB	darnley_NOUN
корреспонденция_NOUN	correspondence_NOUN
виртуальность_NOUN	virtuality_NOUN
предвещать_VERB	herald_NOUN
брес_NOUN	bre_NOUN
полинг_NOUN	paul_VERB
подключение_NOUN	connect_VERB
неприступный_ADJ	impregnable_ADJ
неуважение_NOUN	disrespect_VERB
факультет_NOUN	faculty_NOUN
суверенный_NOUN	sovereign_ADJ
амулет_NOUN	amulet_NOUN
пайнс_NOUN	pine_NOUN
сжечь_VERB	burn_VERB
веттер_NOUN	vetter_ADV
мурсить_VERB	mursili_NOUN
забавно_ADV	funny_NOUN
коринфянин_NOUN	corinthian_NOUN
неприкосновенность_NOUN	immunity_NOUN
метка_NOUN	label_NOUN
орошать_VERB	irrigate_VERB
роялист_NOUN	royalist_NOUN
митр_NOUN	mithra_NOUN
провокатор_NOUN	provocateur_NOUN
шестак_ADJ	shestakofifth_ADJ
земной_ADJ	earthly_ADV
консолидация_NOUN	consolidation_NOUN
типографик_NOUN	typography_ADV
сить_VERB	seeley_NOUN
отвергать_VERB	reject_NOUN
озеро_NOUN	lake_NOUN
ермак_NOUN	yermak_VERB
жена_NOUN	wive_NOUN
корейский_NOUN	korean_ADJ
пустота_NOUN	void_NOUN
дорогой_VERB	honey_NOUN
эзотерический_ADJ	esoteric_ADJ
тесно_ADV	cramp_VERB
отлично_ADV	great_ADJ
кисточка_NOUN	tassel_NOUN
довольно_ADV	pretty_ADV
информатор_NOUN	informan_ADJ
атолл_NOUN	atoll_NOUN
кампания_NOUN	campaign_NOUN
состояние_NOUN	condition_NOUN
кёйперс_NOUN	kuiper_NOUN
монументальный_ADJ	monumental_ADJ
узнать_VERB	recognize_VERB
укрепить_VERB	strengthen_ADV
каспаров_NOUN	kasparofifth_ADJ
фрейсина_NOUN	freycinet_VERB
контента_NOUN	content_NOUN
оздоровление_NOUN	recovery_NOUN
лобос_NOUN	lobo_NOUN
фауст_NOUN	faust_VERB
аппаратура_NOUN	equipment_NOUN
вильгельмсхафен_NOUN	wilhelmshave_ADV
эстля_NOUN	astley_ADV
дальность_NOUN	range_NOUN
хабаровск_NOUN	khabarovsk_VERB
гаэль_NOUN	gael_NOUN
бандить_VERB	gangster_NOUN
вентиляция_NOUN	vent_ADJ
виртуализация_NOUN	virtualization_NOUN
арден_NOUN	arden_ADV
ударный_ADJ	percussion_NOUN
факел_NOUN	torch_VERB
приближение_NOUN	approximation_NOUN
гибридизация_NOUN	hybridization_NOUN
кунарды_NOUN	cunard_ADV
сровнять_VERB	compare_NOUN
охватывать_VERB	covers_NOUN
наркотик_NOUN	drug_NOUN
лаэрт_NOUN	laerte_NOUN
сержант_NOUN	sergean_NOUN
чедвик_NOUN	chadwick_VERB
передел_VERB	repartition_NOUN
костюм_NOUN	costume_NOUN
расследовать_VERB	investigate_NOUN
предложить_VERB	suggest_VERB
картирование_NOUN	map_VERB
сумка_NOUN	bag_NOUN
расти_VERB	rise_VERB
заказ_NOUN	orders_NOUN
ароматический_ADJ	aromatic_ADJ
наири_NOUN	nairi_NOUN
мужчина_NOUN	male_NOUN
воспитание_NOUN	parent_VERB
трагикомедия_NOUN	tragicomedy_NOUN
софокть_VERB	sophocle_NOUN
океан_NOUN	oceans_NOUN
индикатор_NOUN	indicator_NOUN
психиатрический_ADJ	psychiatric_ADJ
свежесть_NOUN	freshness_NOUN
негативный_ADJ	negative_ADJ
призывать_VERB	urge_NOUN
бок_NOUN	boki_NOUN
кавказ_NOUN	caucasian_NOUN
уловка_NOUN	trick_NOUN
перемещение_NOUN	displacement_NOUN
гуанч_NOUN	guanch_NOUN
приспешник_NOUN	henchman_ADV
рождественский_ADJ	christma_NOUN
дика_NOUN	dickey_NOUN
бассейн_NOUN	pool_NOUN
махинация_NOUN	shenanigan_NOUN
дагестать_NOUN	dagestan_NOUN
реабилитационный_ADJ	rehabilitative_ADJ
стародуб_NOUN	starodub_NOUN
директор_NOUN	principal_ADJ
эмс_NOUN	em_NOUN
ослабить_VERB	weake_NOUN
комфортный_ADV	comfortable_ADJ
уловка_NOUN	ploy_NOUN
матисня_NOUN	mathisen_NOUN
стихи_NOUN	poetry_NOUN
ограничительный_ADJ	restrictive_ADJ
шереметй_NOUN	sheremetefifth_ADJ
плавник_NOUN	fin_NOUN
лубок_NOUN	lubok_VERB
рафик_NOUN	rafik_VERB
прекрасно_ADV	lovely_ADV
повышение_NOUN	promotion_NOUN
признавать_VERB	admit_NOUN
жилой_ADJ	residential_ADJ
раск_NOUN	rusk_VERB
радикальный_ADJ	radical_ADJ
нёйя_NOUN	neuilly_ADV
интерполяция_NOUN	interpolation_NOUN
ориентировать_VERB	orient_VERB
житель_NOUN	inhabitant_NOUN
непредвиденный_ADJ	unanticipate_VERB
сегодняшний_ADJ	today_ADV
рычаг_NOUN	lever_NOUN
монтерь_NOUN	monterey_NOUN
палеонтологический_ADJ	palaeontological_ADJ
магний_NOUN	magnesium_NOUN
защита_NOUN	protection_NOUN
жаль_ADV	pity_NOUN
резник_NOUN	resnick_VERB
печенега_NOUN	pecheneg_NOUN
малик_NOUN	malik_VERB
жалоба_NOUN	complaint_NOUN
оксалата_NOUN	oxalate_VERB
брюль_NOUN	bruhl_ADV
гкб_NOUN	gsc_ADJ
держать_VERB	hold_VERB
ромуальд_NOUN	romuald_NOUN
одинокий_ADJ	lonely_ADV
вес_NOUN	weight_NOUN
комплексный_ADJ	holistic_ADJ
великолепный_ADJ	magnificend_ADJ
нищий_NOUN	beggar_NOUN
азать_NOUN	azal_ADJ
инжиниринг_NOUN	engineer_NOUN
хиос_NOUN	chio_NOUN
измерить_VERB	measure_NOUN
басай_NOUN	basayefifth_ADJ
удлинить_VERB	elongate_VERB
преподобный_ADJ	reverend_NOUN
принудительно_ADV	forcibly_ADV
ленч_NOUN	lunch_VERB
барьер_NOUN	barrier_ADJ
кусок_NOUN	chunk_NOUN
буковский_NOUN	bukovsky_NOUN
бастианин_NOUN	bastian_NOUN
клинопись_NOUN	cuneiform_NOUN
зависть_NOUN	envy_ADV
удовлетворение_NOUN	satisfaction_NOUN
выступлений_NOUN	speech_NOUN
шейх_NOUN	sheikh_NOUN
слепо_ADV	blindly_ADV
парень_NOUN	guy_ADV
орк_NOUN	orc_NOUN
пить_NOUN	see_VERB
хаммонд_NOUN	hammond_ADV
хиджаз_NOUN	hejaz_PROPN
накать_VERB	nakano_ADV
северодвинск_NOUN	severodvinsk_VERB
отсечение_NOUN	sever_VERB
курьер_NOUN	courier_NOUN
фаик_NOUN	faik_VERB
кить_NOUN	kitty_NOUN
гибеть_VERB	perdition_NOUN
торреон_NOUN	torren_ADV
соотноситься_VERB	correlate_VERB
умный_ADJ	smart_VERB
кап_NOUN	cap_VERB
углубить_VERB	deepen_ADV
ввод_NOUN	enter_VERB
канава_NOUN	ditch_NOUN
отдать_VERB	give_VERB
демократически_ADV	democratically_ADV
неэффективность_NOUN	inefficiency_NOUN
многозначный_ADJ	multivalue_VERB
сражение_NOUN	battle_ADV
замещение_NOUN	substitution_NOUN
мэйсона_NOUN	mason_NOUN
презирать_VERB	despise_NOUN
пистолет_NOUN	handgun_NOUN
олмстед_NOUN	olmst_VERB
описывать_VERB	describe_VERB
документальный_ADJ	documentary_ADV
колинья_NOUN	coligny_NOUN
квартет_NOUN	quartet_NOUN
заблуждение_NOUN	astray_ADV
хвалить_VERB	praise_NOUN
жоп_NOUN	asshole_ADV
тюо_ADV	ch_VERB
сокол_NOUN	sokolofifth_ADJ
диас_NOUN	dia_NOUN
адвокат_NOUN	advocate_NOUN
минимализм_NOUN	minimalism_NOUN
термин_NOUN	term_NOUN
гибка_NOUN	flexible_ADJ
видаль_ADV	vidal_ADJ
хаббласть_NOUN	hubble_ADJ
побережье_NOUN	coast_ADV
рисовать_VERB	paint_VERB
макдональд_NOUN	macdonald_NOUN
инспекция_NOUN	inspectorate_VERB
многое_NOUN	much_ADV
швейцария_NOUN	swiss_NOUN
переименовать_VERB	rename_VERB
сумерки_NOUN	twilay_ADV
осер_NOUN	auxerre_ADV
овес_NOUN	oat_NOUN
светить_VERB	shin_VERB
дружба_NOUN	friendship_NOUN
снятие_NOUN	withdrawal_NOUN
пож_NOUN	btw_VERB
трамвай_NOUN	tram_NOUN
арест_NOUN	arrest_ADV
спарка_NOUN	sparky_NOUN
блеск_NOUN	gloss_NOUN
ушакова_ADJ	ushakofifth_ADJ
вакансия_NOUN	vacancy_NOUN
воронка_NOUN	funnel_NOUN
геодезический_ADJ	geodesic_ADJ
анонимность_NOUN	anonymous_ADV
лицемерие_NOUN	hypocrisy_ADV
полесье_NOUN	polesie_NOUN
малан_NOUN	malan_NOUN
эсхатология_NOUN	eschatology_NOUN
капля_NOUN	drop_NOUN
паритет_NOUN	parity_NOUN
поэтапный_ADJ	phase_VERB
обрезание_NOUN	excision_NOUN
йоркшир_ADJ	yorkshire_ADV
стратега_NOUN	strategist_VERB
бикиня_NOUN	bikini_NOUN
вид_NOUN	view_NOUN
брайант_NOUN	bryant_ADJ
блеск_NOUN	shine_NOUN
викария_NOUN	vicar_NOUN
неофициально_ADV	unofficial_ADJ
обвинять_VERB	accuse_NOUN
председательствовать_VERB	preside_ADV
еврей_NOUN	jow_VERB
даллас_NOUN	dalla_NOUN
доставка_NOUN	delivery_NOUN
рост_NOUN	rostofifth_ADJ
наполняуть_VERB	fill_NOUN
иззи_VERB	izzy_ADV
металлургия_NOUN	metallurgy_NOUN
прогноз_NOUN	prediction_NOUN
бездействие_NOUN	omission_NOUN
брокер_NOUN	brokers_NOUN
лемнос_NOUN	lemno_NOUN
мрамор_NOUN	marble_ADJ
новосибирск_NOUN	novosibirsk_VERB
поручить_VERB	entrust_VERB
гельдерн_NOUN	geldern_VERB
ирредентизм_NOUN	irredentism_NOUN
кель_NOUN	kehl_ADJ
павильон_NOUN	pavilion_NOUN
зик_NOUN	zeke_VERB
йорген_NOUN	jrgen_ADV
реконструировать_VERB	remanufacture_VERB
присутствие_NOUN	attendance_NOUN
стрелок_NOUN	shooter_NOUN
защищать_VERB	protect_NOUN
случайный_ADJ	casual_ADJ
кардучча_NOUN	carducci_NOUN
юлаев_NOUN	yulaefifth_ADJ
имам_NOUN	imam_NOUN
марка_NOUN	stamp_NOUN
петроглиф_NOUN	petroglyph_NOUN
лукача_NOUN	lukc_NOUN
московие_NOUN	muscovy_ADV
деррь_NOUN	derry_ADV
униформа_NOUN	uniform_NOUN
планка_NOUN	planck_VERB
керуак_NOUN	kerouac_ADJ
трезубец_NOUN	trident_NOUN
выставка_NOUN	exhibit_NOUN
неудача_NOUN	setback_VERB
предпринимательство_NOUN	enterprise_NOUN
энно_ADV	enno_ADV
деревянный_ADJ	wooden_ADV
переславль_NOUN	pereslavl_NOUN
марван_NOUN	marwan_NOUN
рэй_NOUN	ray_ADV
знаменитость_NOUN	famous_ADJ
ланкашира_NOUN	lancashire_ADV
колар_NOUN	kolarofifth_ADJ
людовик_NOUN	louis_NOUN
недвижимый_ADJ	immovable_ADJ
укрепление_NOUN	strengthen_VERB
луноход_NOUN	lunokhod_ADV
китинг_NOUN	keat_VERB
угадать_VERB	guess_VERB
таджик_NOUN	tajik_NOUN
холм_NOUN	hill_NOUN
виноград_NOUN	grape_NOUN
сетубал_VERB	setbal_ADJ
саботаж_NOUN	sabotage_NOUN
подтвердить_VERB	verify_ADV
подключение_NOUN	connectivity_NOUN
пересечение_NOUN	crosse_VERB
вручную_ADV	manually_ADV
нюнорск_NOUN	nynorsk_VERB
защитник_NOUN	advocate_NOUN
отрасль_NOUN	branch_NOUN
объявить_VERB	advertize_VERB
ренвилла_NOUN	renville_NOUN
орк_NOUN	orc_ADJ
мальдиня_NOUN	maldini_NOUN
арестовывать_VERB	arrest_ADV
управление_NOUN	control_VERB
включить_VERB	include_VERB
лингвистика_NOUN	linguistics_NOUN
кредитный_ADJ	credit_NOUN
награда_NOUN	reward_ADV
потребность_NOUN	need_NOUN
гейзерий_ADJ	genseric_ADJ
легирование_NOUN	alloy_VERB
наручники_NOUN	handcuff_NOUN
предвзимать_ADJ	biase_VERB
арно_ADV	arnaud_ADV
логически_ADV	logically_ADV
петок_NOUN	petkofifth_ADJ
бёрнс_NOUN	burn_NOUN
полетт_NOUN	paulette_VERB
бахша_NOUN	bakhshi_NOUN
трифонович_NOUN	dolgopolofifth_ADJ
будить_VERB	prompt_VERB
способный_ADJ	capable_ADJ
тацу_ADJ	tatsumi_NOUN
гельмголец_NOUN	helmholtz_PROPN
падать_VERB	fallen_ADV
тат_NOUN	tatami_NOUN
туча_NOUN	cloud_NOUN
персик_NOUN	peach_NOUN
кэрнс_NOUN	cairn_NOUN
фальшивый_ADJ	fake_VERB
страшный_ADV	scary_ADV
ваз_NOUN	vase_VERB
прачечная_ADJ	laundry_ADV
кидж_NOUN	chigi_NOUN
коньяк_NOUN	cognac_ADJ
позолота_NOUN	gild_VERB
имхотеп_NOUN	imhotep_VERB
липшица_NOUN	lipschitz_PROPN
обратить_VERB	draw_ADV
лейкоцит_NOUN	leukocyte_NOUN
ощутимо_ADV	palpable_ADJ
карим_NOUN	karimofifth_ADJ
фриуля_NOUN	friuli_NOUN
анналы_NOUN	annal_NOUN
полет_NOUN	flight_ADV
азар_NOUN	azarofifth_ADJ
пастернак_NOUN	pasternak_VERB
бастид_NOUN	bastide_ADV
влага_NOUN	moisture_NOUN
сахар_NOUN	saharan_ADJ
четверка_NOUN	quartet_VERB
медсестра_NOUN	nurse_NOUN
потомство_NOUN	offspr_VERB
подрывать_VERB	undermin_VERB
разграбление_NOUN	plunder_VERB
шаг_NOUN	footstep_NOUN
ярость_NOUN	fury_ADV
хэтфилд_NOUN	hatfiold_VERB
хор_NOUN	choir_NOUN
черепица_NOUN	til_VERB
развестись_VERB	divorce_VERB
баглан_NOUN	baghlan_NOUN
связать_VERB	link_NOUN
оспа_VERB	swap_NOUN
олаф_NOUN	olafifth_ADJ
эссе_NOUN	essay_ADV
выдача_NOUN	extradition_NOUN
оценивать_VERB	evaluate_NOUN
оплачивать_VERB	pay_NOUN
продажа_NOUN	sell_ADV
сиамский_ADJ	conjoin_VERB
членство_NOUN	membership_NOUN
портал_NOUN	portal_NOUN
отслеживание_NOUN	trace_VERB
яно_ADV	yano_ADV
энергичный_ADJ	energetic_ADJ
ремонт_NOUN	renovation_NOUN
показывать_VERB	show_VERB
мусульманин_NOUN	muslim_NOUN
проживание_NOUN	residence_NOUN
альтернативный_NOUN	alternate_ADV
применимо_ADJ	applicable_ADJ
мститель_NOUN	avenger_NOUN
лосский_ADJ	lossky_ADV
интерпретация_NOUN	interpret_VERB
гётц_NOUN	goetz_PROPN
стон_NOUN	groan_NOUN
похитить_VERB	abduct_VERB
расплата_NOUN	payback_VERB
хартфорд_NOUN	hartford_ADV
хокинг_NOUN	hawk_VERB
одобрять_VERB	approve_ADV
выборка_NOUN	sample_NOUN
риос_NOUN	ro_NOUN
панас_NOUN	pana_NOUN
нанкине_ADV	nanj_VERB
утверждать_VERB	approve_NOUN
эйткен_ADJ	aitke_ADV
спасатель_NOUN	rescue_NOUN
сокаль_NOUN	sokal_ADJ
сетчатый_ADJ	reticulate_VERB
маньчжурский_ADJ	manchurian_NOUN
нормализация_NOUN	normalization_NOUN
виртанен_ADJ	virtanen_ADV
таить_NOUN	tahiti_NOUN
мусевень_NOUN	museveni_NOUN
каскад_NOUN	cascake_NOUN
зима_NOUN	winter_NOUN
интерферометр_NOUN	interferometer_ADV
восприятие_NOUN	perception_NOUN
величина_NOUN	magnitude_NOUN
взаимодействовать_VERB	interact_VERB
пророчество_NOUN	prophesy_NOUN
санчес_NOUN	snchez_PROPN
себальос_NOUN	ceballo_NOUN
леобен_ADJ	leoben_ADV
боаттиня_NOUN	boattini_NOUN
катастрофа_NOUN	disaster_NOUN
бельный_ADJ	belen_ADV
петлица_NOUN	buttonhole_NOUN
венгрия_NOUN	hungarian_ADJ
арундел_NOUN	arundel_ADV
разорвать_VERB	sever_VERB
журавлёв_NOUN	zhuravlefifth_ADJ
граната_NOUN	pomegranate_VERB
домогательство_NOUN	harassment_NOUN
бесал_NOUN	besal_ADJ
получить_VERB	receiv_VERB
стипендия_NOUN	fellowship_NOUN
европия_NOUN	europium_NOUN
авилесо_NOUN	avil_NOUN
новичок_NOUN	newby_NOUN
трейсь_NOUN	traci_NOUN
фундаментальный_ADJ	fundamental_ADJ
решать_VERB	solve_NOUN
свеча_NOUN	candlelay_NOUN
когть_NOUN	claw_VERB
рациональный_ADJ	rational_ADJ
предсказывать_VERB	predict_NOUN
волна_NOUN	wave_NOUN
перак_NOUN	perak_VERB
решение_NOUN	decision_NOUN
сортировка_NOUN	sort_NOUN
стас_NOUN	sta_NOUN
контролировать_VERB	control_VERB
целуеть_VERB	kiss_NOUN
лодка_NOUN	boat_ADV
далеко_ADV	far_ADV
десант_NOUN	trooper_NOUN
говорить_VERB	speak_ADV
концерт_NOUN	concert_NOUN
согласный_ADJ	consonan_ADJ
возрождение_NOUN	revival_NOUN
взнос_NOUN	contribution_NOUN
чек_NOUN	cheque_NOUN
мокрай_VERB	wet_VERB
слава_NOUN	fome_NOUN
завершение_NOUN	finish_NOUN
доп_NOUN	dop_VERB
развить_ADJ	develop_VERB
ивовый_ADJ	salicaceae_NOUN
обвинитель_NOUN	prosecutor_NOUN
маргерь_NOUN	margaery_NOUN
семейство_NOUN	family_NOUN
расположенный_ADJ	locate_VERB
завод_NOUN	factory_NOUN
чума_NOUN	pestilence_NOUN
размещение_NOUN	accommodation_NOUN
мартинес_NOUN	martnez_PROPN
султанат_NOUN	sultanate_NOUN
помазание_NOUN	anoint_VERB
ломоносова_NOUN	lomonosofifth_ADJ
маршан_NOUN	marchand_NOUN
лирика_NOUN	lyric_ADJ
транслировать_VERB	broadcast_VERB
аббад_NOUN	abbad_ADV
стойкость_NOUN	perseverance_NOUN
морель_NOUN	morel_NOUN
спрос_NOUN	demand_NOUN
помощь_NOUN	help_VERB
китаец_NOUN	chinese_VERB
миа_NOUN	mow_VERB
расширение_NOUN	extensions_NOUN
подделка_NOUN	forgery_ADV
печать_VERB	sorrow_NOUN
бернс_NOUN	burn_NOUN
саравака_NOUN	sarawak_VERB
негатив_NOUN	negative_NOUN
сослаться_VERB	cit_VERB
госпитализация_NOUN	hospitalization_NOUN
архипелаг_NOUN	archipelago_NOUN
редко_ADV	rarely_ADV
шабак_NOUN	shabak_VERB
автоматизация_NOUN	automation_NOUN
блин_NOUN	crepe_NOUN
резчик_NOUN	cutter_NOUN
преобразование_NOUN	convert_VERB
горихвостка_NOUN	redstart_VERB
берген_ADJ	bergen_ADV
судьба_NOUN	fate_NOUN
оптимальный_ADJ	optimal_ADJ
беляин_NOUN	belyayefifth_ADJ
тавтология_NOUN	tautology_NOUN
астролог_NOUN	astrologer_NOUN
роспуск_NOUN	disband_VERB
цена_NOUN	prices_NOUN
жидкий_ADJ	liquo_ADJ
тебриза_NOUN	tabriz_PROPN
магнат_NOUN	mogul_ADJ
маймонид_NOUN	maimonide_NOUN
литка_NOUN	litke_VERB
стойка_NOUN	strut_NOUN
камера_NOUN	camera_NOUN
дюк_NOUN	duke_VERB
тимофей_NOUN	timofey_NOUN
мсп_NOUN	icp_VERB
скульптурный_ADJ	sculptural_ADJ
сержипь_NOUN	sergipe_NOUN
близко_ADV	close_ADJ
конголезский_ADJ	congolis_VERB
бинг_NOUN	be_VERB
зеркало_NOUN	mirror_NOUN
лес_NOUN	wood_NOUN
пицца_NOUN	pizza_NOUN
картрайт_NOUN	cartwright_NOUN
консультация_NOUN	consult_NOUN
ассизь_NOUN	assisi_NOUN
бастер_NOUN	bust_NOUN
изготовление_NOUN	manufacture_NOUN
контратака_NOUN	counterattack_NOUN
йокинен_ADJ	jokinen_ADV
сонливость_NOUN	drowsiness_NOUN
отпечаток_NOUN	fingerprint_NOUN
импортировать_VERB	import_NOUN
перепад_NOUN	swing_NOUN
фенол_NOUN	phenol_NOUN
впечатить_ADJ	impress_VERB
недопустимо_ADV	inadmissible_ADJ
насиловать_VERB	rape_VERB
донкастер_NOUN	doncast_ADV
роджерс_NOUN	rodger_NOUN
клермон_NOUN	clermont_NOUN
имидж_NOUN	image_NOUN
ведущий_NOUN	lead_VERB
рукопись_NOUN	manuscript_VERB
никель_NOUN	nickel_ADV
возвращение_NOUN	return_VERB
раскопать_VERB	unearth_VERB
берлиоз_NOUN	berlioz_PROPN
округ_NOUN	district_VERB
достигать_VERB	achieve_NOUN
пленарн_NOUN	plenary_ADJ
тиргартно_ADJ	tiergarten_ADV
иена_NOUN	yen_ADV
фасад_NOUN	facake_NOUN
испарение_NOUN	evaporative_ADJ
декоратор_NOUN	decorator_NOUN
казарма_NOUN	barrack_NOUN
арташес_NOUN	artaxia_NOUN
настойчиво_ADV	persistently_ADV
приостанавливать_VERB	suspend_NOUN
масаюк_NOUN	masayuki_NOUN
сток_NOUN	effluent_ADJ
немур_ADV	nemour_NOUN
фабрегас_NOUN	fabregas_NOUN
свидание_NOUN	date_NOUN
мет_NOUN	crank_VERB
руставь_NOUN	rustavi_NOUN
шостака_NOUN	shostak_VERB
кодировать_VERB	encode_NOUN
пульсар_NOUN	pulsar_NOUN
прохор_NOUN	prokhorofifth_ADJ
отклютить_VERB	disconnect_VERB
крюк_NOUN	hake_VERB
освободить_VERB	release_NOUN
дядюшка_NOUN	uncle_ADJ
доработка_NOUN	refinement_NOUN
домик_NOUN	lodge_NOUN
бош_NOUN	bosch_VERB
директорат_NOUN	directorate_NOUN
философ_NOUN	philosopher_NOUN
скучный_ADJ	bor_NOUN
отко_ADV	father_ADV
мечеловек_NOUN	mechel_NOUN
останкино_NOUN	ostankino_ADV
алукард_NOUN	alucard_ADV
попасться_VERB	catch_VERB
командование_NOUN	command_NOUN
опыт_NOUN	experiment_NOUN
дорь_VERB	dori_NOUN
йосемить_NOUN	yosemite_VERB
тонь_NOUN	toni_NOUN
обновление_NOUN	update_NOUN
балтийский_ADJ	baltic_ADJ
скатерть_NOUN	tablecloth_NOUN
возможность_NOUN	opportunitie_NOUN
шептицкий_ADJ	sheptytsky_ADV
лонг_NOUN	long_ADV
говорить_VERB	speak_VERB
черкас_NOUN	cherkasofifth_ADJ
хордовый_ADJ	chordate_VERB
имплантация_NOUN	implantation_NOUN
переполнить_VERB	overflow_VERB
нанимать_VERB	hire_NOUN
бартольд_NOUN	barthold_NOUN
лейтенант_NOUN	lieutenant_ADJ
празднование_NOUN	celebration_NOUN
тупик_NOUN	deadlock_VERB
горячий_ADJ	hotter_ADV
стоить_VERB	worth_ADV
запуск_NOUN	launch_VERB
экзамен_NOUN	examination_NOUN
селфь_NOUN	selfy_NOUN
дол_NOUN	dahl_ADV
религиозно_ADV	religiously_ADV
хикс_NOUN	hick_NOUN
спм_NOUN	jmp_VERB
расселть_NOUN	russell_ADV
торн_NOUN	thorn_ADV
элен_ADJ	ellen_ADV
руководить_VERB	steer_VERB
цепочка_NOUN	necklace_NOUN
гусак_NOUN	husk_VERB
вяземский_ADJ	vyazemsky_ADV
джебель_NOUN	jabal_ADJ
пруд_NOUN	pond_NOUN
восточной_ADJ	orient_ADJ
операция_NOUN	surgery_NOUN
филиал_NOUN	subsidiary_NOUN
патриархат_NOUN	patriarchy_NOUN
агуаскальентес_NOUN	aguascaliente_NOUN
леопольд_NOUN	leopold_NOUN
хоув_VERB	hove_ADV
непристойной_ADJ	indecent_ADJ
кучик_NOUN	kuchiki_NOUN
полковый_ADJ	regimental_ADJ
кутзей_NOUN	coetzee_NOUN
улыбаться_VERB	smile_NOUN
иуд_ADV	juda_NOUN
сторонник_NOUN	supporter_NOUN
напоминание_NOUN	reminder_NOUN
англия_NOUN	england_ADV
тригонометрия_NOUN	trigonometry_NOUN
безуспешно_ADV	unsuccessfully_ADV
блэйк_NOUN	blake_VERB
словака_NOUN	slovak_NOUN
родина_NOUN	motherland_NOUN
звёздный_ADJ	sidereal_ADJ
пикколоминя_NOUN	piccolomini_NOUN
ирианин_NOUN	irian_ADJ
ди_NOUN	dey_NOUN
пригодность_NOUN	suitability_NOUN
ореть_VERB	orel_ADV
поклонение_NOUN	worshipp_VERB
брюшная_ADJ	abdominal_ADJ
мотет_NOUN	motet_VERB
обезглавливание_NOUN	decapitation_NOUN
