1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.8309836983680725)|TASK::Морфологический_анализ(0.8243863582611084)|TASK::Построение_конкордансов(0.8214727640151978)|TASK::Автоматическое_реферирование(0.7756644487380981)|TASK::Синтаксический_анализ(0.7748113870620728)|TASK::Конечные_преобразователи(0.7497396469116211)|TASK::Языковые_модели(0.7393910884857178)|TASK::Тематическое_моделирование(0.738929271697998)|TASK::Извлечение_именованных_сущностей(0.7379180192947388)|TASK::Извлечение_ключевых_слов(0.7203729748725891)|TASK::Обработка_речи(0.7095963954925537)|TASK::Обнаружение_дубликатов(0.7025851011276245)
6	dialogue_2012_0a001d407b1cf2a74999fd05536a51978f627836	ru	0.9796838760375977	Автоматический Анализ Тональности Текстов на Основе Методов Машинного Обучения	http://www.dialog-21.ru/media/1380/105.pdf	TASK::Морфологический_анализ(0.813544750213623)|TASK::Построение_конкордансов(0.8118668794631958)|TASK::Дистрибутивная_семантика(0.7972927093505859)|TASK::Автоматическое_реферирование(0.7837623357772827)|TASK::Конечные_преобразователи(0.7287155389785767)|TASK::Тематическое_моделирование(0.7245880365371704)|TASK::Синтаксический_анализ(0.7208679914474487)|TASK::Языковые_модели(0.7095977067947388)|TASK::Извлечение_ключевых_слов(0.7073386907577515)|TASK::Извлечение_именованных_сущностей(0.7044475078582764)
7	dialogue_2009_96fe9e297f9ba870b07148f0377038e8583381ab	ru	0.9794331789016724	Идентификация Автора Текста с Помощью Аппарата Опорных Векторов в Случае Двух Возможных Альтернатив	http://www.dialog-21.ru/media/1617/67.pdf	TASK::Морфологический_анализ(0.8327330350875854)|TASK::Построение_конкордансов(0.821765124797821)|TASK::Дистрибутивная_семантика(0.8146824240684509)|TASK::Автоматическое_реферирование(0.7653005719184875)|TASK::Конечные_преобразователи(0.7445673942565918)|TASK::Синтаксический_анализ(0.7351969480514526)|TASK::Извлечение_именованных_сущностей(0.711174488067627)|TASK::Тематическое_моделирование(0.7084598541259766)|TASK::Обнаружение_дубликатов(0.7078613042831421)|TASK::Языковые_модели(0.7077672481536865)|TASK::Извлечение_ключевых_слов(0.7008248567581177)
8	dialogue_2008_c69bd78a65834f8e697945f4fa81e759a979d8a0	ru	0.9788358211517334	генетический Алгоритм Для Автоматического Разбиения Слов на Морфемы	http://www.dialog-21.ru/media/1736/15.pdf	TASK::Морфологический_анализ(0.8374643325805664)|TASK::Дистрибутивная_семантика(0.8256155252456665)|TASK::Построение_конкордансов(0.807162344455719)|TASK::Конечные_преобразователи(0.7543503046035767)|TASK::Синтаксический_анализ(0.7539458274841309)|TASK::Автоматическое_реферирование(0.7530758380889893)|TASK::Извлечение_именованных_сущностей(0.7160425186157227)|TASK::Языковые_модели(0.7135200500488281)|TASK::Обработка_речи(0.7067440748214722)|TASK::Проверка_правописания(0.7051180601119995)|TASK::Тематическое_моделирование(0.7048426270484924)|TASK::Извлечение_ключевых_слов(0.7028547525405884)
9	dialogue_2000_272f9b28251b211435579fb2ee528b83e671a090	ru	0.9785144329071045	Кластерный Анализ Многофакторных Лингвистических Понятий	http://www.dialog-21.ru/digest/2000/articles/solovyev/	TASK::Морфологический_анализ(0.836509644985199)|TASK::Дистрибутивная_семантика(0.8204713463783264)|TASK::Построение_конкордансов(0.796602725982666)|TASK::Конечные_преобразователи(0.7568652629852295)|TASK::Автоматическое_реферирование(0.7465264201164246)|TASK::Синтаксический_анализ(0.7447059750556946)|TASK::Извлечение_именованных_сущностей(0.736855149269104)
10	dialogue_2012_866d8e6931845499e1faf795e5ae681f52c6e44a	ru	0.978230357170105	Оптимизация Модели Референциального Выбора, Основанной на Машинном Обучении	http://www.dialog-21.ru/media/1332/159.pdf	TASK::Построение_конкордансов(0.8242699503898621)|TASK::Морфологический_анализ(0.8212705850601196)|TASK::Дистрибутивная_семантика(0.7962344288825989)|TASK::Автоматическое_реферирование(0.7670484781265259)|TASK::Конечные_преобразователи(0.7364709377288818)|TASK::Синтаксический_анализ(0.7325896620750427)|TASK::Тематическое_моделирование(0.7219826579093933)|TASK::Извлечение_именованных_сущностей(0.7174234390258789)|TASK::Языковые_модели(0.7165984511375427)|TASK::Обработка_речи(0.7095561027526855)

11.		dialogue_2003_b42261987b561abd566100c046ad51dd958702a6	ru	О Некоторых Семиотических Парадоксах в Русской Грамматике	http://www.dialog-21.ru/media/2678/percov.pdf	TASK::Морфологический_анализ(0.8175158500671387)|TASK::Построение_конкордансов(0.7864097356796265)|TASK::Дистрибутивная_семантика(0.7852721214294434)|TASK::Обработка_речи(0.7271550893783569)|TASK::Синтаксический_анализ(0.7228278517723083)|TASK::Проверка_правописания(0.7094082236289978)|TASK::Извлечение_именованных_сущностей(0.7067718505859375)|TASK::Автоматическое_реферирование(0.706627368927002)
1	dialogue_2000_f911271f58e2817b4e2eb3289bcb5f1153c64d03	ru	0.986352801322937	Автоматический Морфологический Анализ Русских Словоформ с Префиксальным Отрицанием: Несколько Теоретических Проблем	http://www.dialog-21.ru/digest/2000/articles/krylov/	TASK::Морфологический_анализ(0.8258572220802307)|TASK::Дистрибутивная_семантика(0.7957380414009094)|TASK::Построение_конкордансов(0.7798140645027161)|TASK::Синтаксический_анализ(0.7407892346382141)|TASK::Обработка_речи(0.7335799932479858)|TASK::Извлечение_именованных_сущностей(0.7154704332351685)|TASK::Проверка_правописания(0.708184003829956)|TASK::Автоматическое_реферирование(0.7035978436470032)
2	dialogue_2010_9e64e5d6f4950200924caf0f8a9cc765b35a425c	ru	0.9832491874694824	Именные Предикативы и Дативные Предложения в Европейских Языках	http://www.dialog-21.ru/media/1704/79.pdf	TASK::Морфологический_анализ(0.8207647800445557)|TASK::Дистрибутивная_семантика(0.7850981950759888)|TASK::Построение_конкордансов(0.7804137468338013)|TASK::Синтаксический_анализ(0.7303018569946289)|TASK::Обработка_речи(0.7211544513702393)|TASK::Проверка_правописания(0.7112026214599609)|TASK::Извлечение_именованных_сущностей(0.7025068402290344)
3	dialogue_2004_4c05fde1a895912e844e663e608f5398e2b9c5b6	ru	0.9826668500900269	О Явлении Автоконверсии	http://www.dialog-21.ru/media/2509/gankin.pdf	TASK::Морфологический_анализ(0.8014215230941772)|TASK::Дистрибутивная_семантика(0.7834658026695251)|TASK::Построение_конкордансов(0.778826117515564)|TASK::Синтаксический_анализ(0.7183897495269775)|TASK::Извлечение_именованных_сущностей(0.7057684659957886)|TASK::Автоматическое_реферирование(0.703626275062561)
4	dialogue_2007_ed67c940fe22dc3e82e4e5694785bd4a244e0f14	ru	0.9819620847702026	Полисемия Дискурсивных Слов и Возможности ее Разрешения в Контексте Предложения (На Примере Слова Вот)	http://www.dialog-21.ru/media/1859/38.pdf	TASK::Морфологический_анализ(0.8243721127510071)|TASK::Дистрибутивная_семантика(0.8055287599563599)|TASK::Построение_конкордансов(0.801728367805481)|TASK::Синтаксический_анализ(0.7550804615020752)|TASK::Автоматическое_реферирование(0.741477370262146)|TASK::Обработка_речи(0.7266956567764282)|TASK::Извлечение_именованных_сущностей(0.7191473245620728)|TASK::Проверка_правописания(0.7185095548629761)|TASK::Тематическое_моделирование(0.7083035707473755)|TASK::Конечные_преобразователи(0.7055867910385132)
5	dialogue_2006_efac0ef41b692b6dfb2e8d9a4fa6d420c332e2db	ru	0.9808727502822876	Русские Предикатные Имена и Отрицание	http://www.dialog-21.ru/media/1993/pazelskaya.pdf	TASK::Морфологический_анализ(0.8013760447502136)|TASK::Дистрибутивная_семантика(0.7876886129379272)|TASK::Построение_конкордансов(0.7696231603622437)|TASK::Синтаксический_анализ(0.7188951969146729)|TASK::Извлечение_именованных_сущностей(0.7055984139442444)|TASK::Обработка_речи(0.7055490016937256)|TASK::Конечные_преобразователи(0.7050485610961914)
6	dialogue_2006_3ae7aa2ebf6641e8a3e1ea68d3b1a6a15f1e1ab2	ru	0.9805408716201782	Способы Введения Темы в Русском Языке	http://www.dialog-21.ru/media/1952/grudeva.pdf	TASK::Морфологический_анализ(0.8198854327201843)|TASK::Построение_конкордансов(0.8106217980384827)|TASK::Дистрибутивная_семантика(0.7870301604270935)|TASK::Обработка_речи(0.7503265142440796)|TASK::Синтаксический_анализ(0.7460963726043701)|TASK::Автоматическое_реферирование(0.743915319442749)|TASK::Тематическое_моделирование(0.7304062247276306)|TASK::Проверка_правописания(0.7219713926315308)|TASK::Извлечение_именованных_сущностей(0.7061170339584351)|TASK::Языковые_модели(0.7055684328079224)
7	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.9805117249488831	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.8106210827827454)|TASK::Построение_конкордансов(0.7994778156280518)|TASK::Дистрибутивная_семантика(0.7685272097587585)|TASK::Обработка_речи(0.7405003309249878)|TASK::Автоматическое_реферирование(0.7288317680358887)|TASK::Синтаксический_анализ(0.7210392951965332)|TASK::Проверка_правописания(0.7199089527130127)
8	dialogue_2018_4268b525e32d27e4292d3450bf741ad67657f71b	ru	0.9804667234420776	Два Диалекта Русской Грамматики: Корпусные Данные И Модель	http://www.dialog-21.ru/media/4343/zimmerlingav.pdf	TASK::Морфологический_анализ(0.8168989419937134)|TASK::Построение_конкордансов(0.7984867095947266)|TASK::Дистрибутивная_семантика(0.7818229794502258)|TASK::Синтаксический_анализ(0.7340875864028931)|TASK::Проверка_правописания(0.7222585082054138)|TASK::Обработка_речи(0.7207427024841309)|TASK::Автоматическое_реферирование(0.7186245918273926)|TASK::Языковые_модели(0.7036411762237549)|TASK::Конечные_преобразователи(0.7030833959579468)
9	dialogue_2009_0b78e9bd4c7803f6b6822cc70e213e362d9d2dc9	ru	0.980374813079834	Синтаксические Нули в Теории Грамматики	http://www.dialog-21.ru/media/1631/81.pdf	TASK::Морфологический_анализ(0.8108624219894409)|TASK::Дистрибутивная_семантика(0.8000264167785645)|TASK::Построение_конкордансов(0.7882394194602966)|TASK::Синтаксический_анализ(0.744966447353363)|TASK::Проверка_правописания(0.7170005440711975)|TASK::Обработка_речи(0.7148851752281189)|TASK::Конечные_преобразователи(0.7134095430374146)|TASK::Автоматическое_реферирование(0.7121920585632324)|TASK::Извлечение_именованных_сущностей(0.7009690999984741)
10	dialogue_2009_c0ed689f47986bb006197674999244bed4e311b8	ru	0.980070948600769	Модели Деривации и Синтаксическая Позиция Отглагольных Существительных по Корпусным Данным	http://www.dialog-21.ru/media/1607/57.pdf	TASK::Морфологический_анализ(0.8255574107170105)|TASK::Дистрибутивная_семантика(0.7936539649963379)|TASK::Построение_конкордансов(0.7773638367652893)|TASK::Извлечение_именованных_сущностей(0.7320305705070496)|TASK::Синтаксический_анализ(0.7275756001472473)|TASK::Обработка_речи(0.7141118049621582)|TASK::Конечные_преобразователи(0.7002373337745667)

12.		dialogue_2019_4a5c4385216b2220faf8860da8101e1c3744c9ca	ru	Прагматика В Интерпретации Сфер Действия (На Материале Письменных Русских Текстов)	http://www.dialog-21.ru/media/4582/apresjanvju-066.pdf	TASK::Построение_конкордансов(0.8060948848724365)|TASK::Морфологический_анализ(0.79150390625)|TASK::Дистрибутивная_семантика(0.7811120748519897)|TASK::Автоматическое_реферирование(0.7338011264801025)|TASK::Обработка_речи(0.7198070883750916)|TASK::Синтаксический_анализ(0.7195740342140198)|TASK::Проверка_правописания(0.7082204818725586)|TASK::Тематическое_моделирование(0.7002567052841187)
1	dialogue_2018_0eb84d5355d2391499df211f5922f3135d5592ee	ru	0.9929772019386292	Разрешение Неоднозначности Сфер Действия В Письменных Текстах (На Материале Английского Языка)	http://www.dialog-21.ru/media/4285/apresyanvju.pdf	TASK::Построение_конкордансов(0.7903972864151001)|TASK::Морфологический_анализ(0.7754800319671631)|TASK::Дистрибутивная_семантика(0.7679252624511719)|TASK::Автоматическое_реферирование(0.7237523198127747)|TASK::Синтаксический_анализ(0.7015050649642944)
2	dialogue_2018_c8e13efcc7fcc866f619d3f5f6d3cbedff02126d	ru	0.9883949160575867	Интерпретация Русских Местоимений В Контекстах Контрфактического Тождества: Опыт Корпусного Исследования	http://www.dialog-21.ru/media/4337/tiskindb.pdf	TASK::Построение_конкордансов(0.7969996929168701)|TASK::Морфологический_анализ(0.7876327037811279)|TASK::Дистрибутивная_семантика(0.7777903079986572)|TASK::Автоматическое_реферирование(0.7178882956504822)|TASK::Синтаксический_анализ(0.7089087963104248)|TASK::Обработка_речи(0.7088574171066284)|TASK::Извлечение_именованных_сущностей(0.7079830169677734)|TASK::Проверка_правописания(0.7009763717651367)
3	dialogue_2019_3824adc497a9eb6d964638500081edef76c643f2	ru	0.9861617088317871	Семантические Типы Импликатур И Условия Их Возникновения (На Материале Корпуса Газетных Заголовков)	http://www.dialog-21.ru/media/4583/apresjanvjuplusorlovav-012.pdf	TASK::Построение_конкордансов(0.8011957406997681)|TASK::Морфологический_анализ(0.781489372253418)|TASK::Дистрибутивная_семантика(0.7670902013778687)|TASK::Автоматическое_реферирование(0.7347692251205444)|TASK::Тематическое_моделирование(0.7091227769851685)|TASK::Проверка_правописания(0.7079237699508667)|TASK::Синтаксический_анализ(0.7076817154884338)|TASK::Извлечение_именованных_сущностей(0.7065038681030273)|TASK::Обработка_речи(0.7056081295013428)
4	dialogue_2016_2db1947ff83ede162c76d0ea04499356c06b2834	ru	0.9848524332046509	Структура Двухместных Коннекторов Русского Языка В Свете Корпусных Данных	http://www.dialog-21.ru/media/3394/inkovaoyu.pdf	TASK::Построение_конкордансов(0.8035637736320496)|TASK::Морфологический_анализ(0.8018189668655396)|TASK::Дистрибутивная_семантика(0.776414155960083)|TASK::Автоматическое_реферирование(0.7222795486450195)|TASK::Синтаксический_анализ(0.716738224029541)|TASK::Обработка_речи(0.7141920924186707)|TASK::Проверка_правописания(0.7043302059173584)|TASK::Извлечение_именованных_сущностей(0.7006149291992188)
5	dialogue_2014_f135781f32c4be9967d735ab618edc39f129f58f	ru	0.9846126437187195	Снятая Утвердительность и Неверидикативность	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/PaduchevaEV.pdf	TASK::Построение_конкордансов(0.7770923972129822)|TASK::Дистрибутивная_семантика(0.7577022910118103)|TASK::Морфологический_анализ(0.7568086981773376)|TASK::Автоматическое_реферирование(0.7190581560134888)|TASK::Проверка_правописания(0.7014232277870178)
6	dialogue_2017_43e41133d6f8ff3438d9418ecc0c4edda43ab1d6	ru	0.9844668507575989	Отрицательная и Положительная Поляризация: Семантические Источники	http://www.dialog-21.ru/media/3896/apresjanvju.pdf	TASK::Морфологический_анализ(0.7822458744049072)|TASK::Построение_конкордансов(0.7786290645599365)|TASK::Дистрибутивная_семантика(0.7616651058197021)|TASK::Проверка_правописания(0.7005419731140137)
7	dialogue_2018_f135781f32c4be9967d735ab618edc39f129f58f	ru	0.9841079711914062	Снятая утвердительность и неверидикативность	http://www.dialog-21.ru/media/4323/paduchevaev.pdf	TASK::Построение_конкордансов(0.7702317237854004)|TASK::Дистрибутивная_семантика(0.7621862888336182)|TASK::Морфологический_анализ(0.7598204016685486)|TASK::Автоматическое_реферирование(0.703689455986023)
8	dialogue_2008_1a8f4e0fad2e4388b2aa60abb8a455f8fbd3a6d2	ru	0.9836595058441162	О Проекте Активного Словаря (Ас) Русского Языка	http://www.dialog-21.ru/media/1725/4.pdf	TASK::Морфологический_анализ(0.8062559366226196)|TASK::Построение_конкордансов(0.7981234192848206)|TASK::Дистрибутивная_семантика(0.7793604135513306)|TASK::Синтаксический_анализ(0.7255206108093262)|TASK::Проверка_правописания(0.7209154367446899)|TASK::Обработка_речи(0.7161478996276855)|TASK::Автоматическое_реферирование(0.7134905457496643)
9	dialogue_2018_43374dbc4cf575ee16d848fc92102acc02bce596	ru	0.9836013317108154	Иллокутивное Употребление Союзов: Шкала Иллокутивности И Ее Отражение В Грамматике	http://www.dialog-21.ru/media/4325/pekelisoe.pdf	TASK::Построение_конкордансов(0.78882896900177)|TASK::Морфологический_анализ(0.767744243144989)|TASK::Дистрибутивная_семантика(0.7477720379829407)|TASK::Автоматическое_реферирование(0.7200658321380615)|TASK::Проверка_правописания(0.7140147686004639)
10	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.9833688735961914	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.8106210827827454)|TASK::Построение_конкордансов(0.7994778156280518)|TASK::Дистрибутивная_семантика(0.7685272097587585)|TASK::Обработка_речи(0.7405003309249878)|TASK::Автоматическое_реферирование(0.7288317680358887)|TASK::Синтаксический_анализ(0.7210392951965332)|TASK::Проверка_правописания(0.7199089527130127)

13.		dialogue_2006_b8c6726eb307e468087cc332646b274ed4c821bc	ru	А кто этот Этот? Имена Собственные и Неопределенная Определенность	http://www.dialog-21.ru/media/1954/iomdinb.pdf	TASK::Построение_конкордансов(0.7673475742340088)|TASK::Морфологический_анализ(0.7328006029129028)|TASK::Проверка_правописания(0.7087981700897217)|TASK::Дистрибутивная_семантика(0.7002004981040955)
1	dialogue_2019_f0e2520e152969eced10e85d612e59e97bb7440b	ru	0.9914258718490601	Русское Что-То Как Дискурсивное Слово	http://www.dialog-21.ru/media/4639/zalizniakannaapluspaduchevaev-038.pdf	TASK::Построение_конкордансов(0.7699050307273865)|TASK::Морфологический_анализ(0.7437343597412109)|TASK::Дистрибутивная_семантика(0.7198701500892639)|TASK::Проверка_правописания(0.7147207856178284)
2	dialogue_2018_e12b6c4384ff5cb32b0fb1fddb03f06a12ccc67e	ru	0.9897521734237671	Русское Как-Нибудь По Данным Параллельных Корпусов	http://www.dialog-21.ru/media/4342/zalizniakannaa.pdf	TASK::Построение_конкордансов(0.7672166228294373)|TASK::Морфологический_анализ(0.7387675046920776)|TASK::Дистрибутивная_семантика(0.7156459093093872)|TASK::Проверка_правописания(0.7054179310798645)
3	dialogue_2018_52d7ec2abc79699f01012a79b1540626e87131c4	ru	0.9892651438713074	Абы: Корпусное Исследование В Аспекте Синхронии И Диахронии	http://www.dialog-21.ru/media/4315/levontinaib_shmelevad.pdf	TASK::Построение_конкордансов(0.7559936046600342)|TASK::Морфологический_анализ(0.7163135409355164)|TASK::Проверка_правописания(0.7071065306663513)
4	dialogue_2010_c252069136aa7bb3b8769e50b37854e9229df599	ru	0.9887382984161377	Такая Девочка-девочка. Семантика Редупликации Существительных в Русской Разговорной Речи и Языке Интернета	http://www.dialog-21.ru/media/1490/15.pdf	TASK::Построение_конкордансов(0.7621653079986572)|TASK::Морфологический_анализ(0.759011447429657)|TASK::Дистрибутивная_семантика(0.7255567908287048)|TASK::Проверка_правописания(0.7178522348403931)|TASK::Обработка_речи(0.7032977342605591)
5	dialogue_2012_68cc91137e1b4d8adc600c866579d191282ae807	ru	0.9886543154716492	О Синонимии Фокусирующих Частиц (На Материале Немецкого и Русского Языков)	http://www.dialog-21.ru/media/1324/156.pdf	TASK::Построение_конкордансов(0.7651611566543579)|TASK::Морфологический_анализ(0.7422389984130859)|TASK::Дистрибутивная_семантика(0.7186762094497681)
6	dialogue_2015_5ae5ce82cd8cf56a11ba04b33a8fc50a8e1c5c21	ru	0.9885377287864685	Модальные Частицы и Идея Актуализации Забытого (На Материале Параллельных Корпусов)	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/DobrovolskijDOLevontinaIB.pdf	TASK::Построение_конкордансов(0.7884553670883179)|TASK::Морфологический_анализ(0.7578481435775757)|TASK::Дистрибутивная_семантика(0.7230343818664551)|TASK::Проверка_правописания(0.711418867111206)|TASK::Автоматическое_реферирование(0.7069454193115234)|TASK::Обработка_речи(0.7007189989089966)
7	dialogue_2017_4764b1d97f58093df9caa377385a9a280f81e3bc	ru	0.988207221031189	Дискурсивные Частицы и Способы их Перевода: ну в Романе Владимира Сорокина «Очередь»	http://www.dialog-21.ru/media/3907/dobrovol-skijdolevontinaib.pdf	TASK::Построение_конкордансов(0.7802945375442505)|TASK::Морфологический_анализ(0.7505948543548584)|TASK::Дистрибутивная_семантика(0.7137874364852905)|TASK::Обработка_речи(0.7137542366981506)|TASK::Проверка_правописания(0.7135794162750244)|TASK::Автоматическое_реферирование(0.702343225479126)
8	dialogue_2013_9dbe16ce07df4823e232657f0c2b12df14673302	ru	0.9871801733970642	Эгоцентрические Единицы Языка и Режимы Интерпретации	http://www.dialog-21.ru/media/1274/paduchevaev.pdf	TASK::Построение_конкордансов(0.7656630873680115)|TASK::Морфологический_анализ(0.7360990047454834)|TASK::Дистрибутивная_семантика(0.7259715795516968)
9	dialogue_2005_e6fb7c24e29147b72020dc48ed18346700d7d6b4	ru	0.9871468544006348	Русский Союз а как Лингвоспецифичное Слово	http://www.dialog-21.ru/media/2439/zalizniak_mikaelian.pdf	TASK::Построение_конкордансов(0.7689902782440186)|TASK::Морфологический_анализ(0.747807502746582)|TASK::Дистрибутивная_семантика(0.7297701835632324)
10	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	ru	0.9869725108146667	Говорю Я, Карл...	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf	TASK::Построение_конкордансов(0.7756255269050598)|TASK::Морфологический_анализ(0.7623457312583923)|TASK::Проверка_правописания(0.7223718166351318)|TASK::Дистрибутивная_семантика(0.7193397879600525)|TASK::Обработка_речи(0.7071706056594849)

14.		dialogue_2006_500e96450545e5b1778ee12e7e83dd23945ace7c	ru	О Лексических Маркерах Хезитации в Спонтанной Речи: Уроки Армянского	http://www.dialog-21.ru/media/1996/podlesskaya.pdf	TASK::Морфологический_анализ(0.7981678247451782)|TASK::Построение_конкордансов(0.7865686416625977)|TASK::Дистрибутивная_семантика(0.7649859189987183)|TASK::Проверка_правописания(0.7261616587638855)|TASK::Автоматическое_реферирование(0.7232345342636108)|TASK::Синтаксический_анализ(0.7189958095550537)|TASK::Обработка_речи(0.7124789357185364)
1	dialogue_2013_60a42db6b8cc0c523f57938607f88b0398e153c3	ru	0.9890788793563843	Нечеткая Номинация в Русской Разговорной Речи: Опыт Корпусного Исследования	http://www.dialog-21.ru/media/1281/podlesskayavi.pdf	TASK::Морфологический_анализ(0.7924683094024658)|TASK::Построение_конкордансов(0.7846643924713135)|TASK::Дистрибутивная_семантика(0.7621890306472778)|TASK::Автоматическое_реферирование(0.7174181938171387)|TASK::Обработка_речи(0.7166681885719299)|TASK::Проверка_правописания(0.7074898481369019)|TASK::Синтаксический_анализ(0.7040082216262817)
2	dialogue_2007_2e30ec4ef54387419885b0d339ae800ed84740f0	ru	0.9878561496734619	Многозначность Конструкции «Что Плюс за Плюс Именная Группа» в Свете Данных Национального Корпуса Русского Языка: что же Это за Конструкция?!	http://www.dialog-21.ru/media/1892/71.pdf	TASK::Морфологический_анализ(0.7972317337989807)|TASK::Построение_конкордансов(0.7792367935180664)|TASK::Дистрибутивная_семантика(0.7599701285362244)|TASK::Проверка_правописания(0.7132123112678528)|TASK::Синтаксический_анализ(0.7105030417442322)|TASK::Обработка_речи(0.7071548700332642)|TASK::Автоматическое_реферирование(0.7026206254959106)
3	dialogue_2019_6950c7c7ff7613ae643005c50f4caa7ae5fbdbee	ru	0.9874324202537537	Достали Так Употреблять Инфинитив! О Новой Каузативной Конструкции В Русском Языке	http://www.dialog-21.ru/media/4611/levontinaibpluspolinskyms-029.pdf	TASK::Морфологический_анализ(0.7832759022712708)|TASK::Построение_конкордансов(0.7703701257705688)|TASK::Дистрибутивная_семантика(0.7475174069404602)|TASK::Проверка_правописания(0.7081325054168701)|TASK::Обработка_речи(0.7028002738952637)|TASK::Автоматическое_реферирование(0.7007744312286377)
4	dialogue_2017_8c3578e219bc70001746d4b4dd6164ac98b36634	ru	0.9850260615348816	Как Нам быть с Конструкциями Типа как Быть?	http://www.dialog-21.ru/media/3915/iomdinll.pdf	TASK::Морфологический_анализ(0.7833360433578491)|TASK::Построение_конкордансов(0.7800971269607544)|TASK::Дистрибутивная_семантика(0.7594388723373413)|TASK::Проверка_правописания(0.7134667038917542)|TASK::Синтаксический_анализ(0.7123734951019287)|TASK::Обработка_речи(0.7008047103881836)|TASK::Автоматическое_реферирование(0.7006036639213562)
5	dialogue_2019_c0d48d7b8d531ddd59c5f5d953b0957c9fab35b3	ru	0.9849317073822021	Притяжательные Местоимения В Русских Объектных Именных Группах	http://www.dialog-21.ru/media/4634/tiskindb-065.pdf	TASK::Морфологический_анализ(0.8045129776000977)|TASK::Построение_конкордансов(0.7947583198547363)|TASK::Дистрибутивная_семантика(0.7764546871185303)|TASK::Автоматическое_реферирование(0.7204741835594177)|TASK::Синтаксический_анализ(0.709807276725769)|TASK::Извлечение_именованных_сущностей(0.7084207534790039)|TASK::Конечные_преобразователи(0.7010937333106995)|TASK::Обработка_речи(0.7008479833602905)|TASK::Проверка_правописания(0.7001276612281799)
6	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.9846916198730469	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.8106210827827454)|TASK::Построение_конкордансов(0.7994778156280518)|TASK::Дистрибутивная_семантика(0.7685272097587585)|TASK::Обработка_речи(0.7405003309249878)|TASK::Автоматическое_реферирование(0.7288317680358887)|TASK::Синтаксический_анализ(0.7210392951965332)|TASK::Проверка_правописания(0.7199089527130127)
7	dialogue_2002_eb972d964119b90202db5239a38c08c5ba590839	ru	0.9846206903457642	Интерактивное Управление Алгоритмами Перевода в Системах Мп	http://www.dialog-21.ru/digest/2002/articles/epifantseva/	TASK::Построение_конкордансов(0.8055622577667236)|TASK::Морфологический_анализ(0.7948811650276184)|TASK::Дистрибутивная_семантика(0.7706587314605713)|TASK::Автоматическое_реферирование(0.742760181427002)|TASK::Синтаксический_анализ(0.7327793836593628)|TASK::Проверка_правописания(0.7323070168495178)|TASK::Конечные_преобразователи(0.710329532623291)|TASK::Обработка_речи(0.7093837857246399)|TASK::Извлечение_именованных_сущностей(0.7039785981178284)
8	dialogue_2009_0b78e9bd4c7803f6b6822cc70e213e362d9d2dc9	ru	0.9840556383132935	Синтаксические Нули в Теории Грамматики	http://www.dialog-21.ru/media/1631/81.pdf	TASK::Морфологический_анализ(0.8108624219894409)|TASK::Дистрибутивная_семантика(0.8000264167785645)|TASK::Построение_конкордансов(0.7882394194602966)|TASK::Синтаксический_анализ(0.744966447353363)|TASK::Проверка_правописания(0.7170005440711975)|TASK::Обработка_речи(0.7148851752281189)|TASK::Конечные_преобразователи(0.7134095430374146)|TASK::Автоматическое_реферирование(0.7121920585632324)|TASK::Извлечение_именованных_сущностей(0.7009690999984741)
9	dialogue_2010_52af01ce6f28a1c0ef73569172fc5c80aadc3335	ru	0.9839733242988586	Местоимения с Кванторным Антецедентом в Русском Языке	http://www.dialog-21.ru/media/1648/23.pdf	TASK::Построение_конкордансов(0.7824687957763672)|TASK::Морфологический_анализ(0.7739543914794922)|TASK::Дистрибутивная_семантика(0.7662633657455444)|TASK::Автоматическое_реферирование(0.7129477262496948)|TASK::Синтаксический_анализ(0.7022939920425415)
