1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.7695256471633911)|TASK::Морфологический_анализ(0.7519286870956421)|TASK::Тематическое_моделирование(0.7376287579536438)|TASK::Синтаксический_анализ(0.7299620509147644)|TASK::Извлечение_именованных_сущностей(0.7231369614601135)|TASK::Cегментация_текста(0.7119397521018982)|TASK::Проверка_правописания(0.7049193978309631)

9.		dialogue_2003_e0f3ab61a399630033ac49475bf036c043196202	ru	Сколько Страниц на Данном Языке Содержит Интернет?	http://www.dialog-21.ru/media/2611/bolshakov.pdf	TASK::Проверка_правописания(0.7289285659790039)|TASK::Морфологический_анализ(0.7279897928237915)|TASK::Дистрибутивная_семантика(0.7081179618835449)
1	aist_2013_41d7684e528d04d31dc6f0f7937b60bb7fe64e2b	ru	0.9857397079467773	Оценка Сниппетов в Поиске Mail.ru: Корреляция Автоматических и Ассессорских Оценок	http://www.academia.edu/download/31338210/aist2013_submission_38.pdf	TASK::Морфологический_анализ(0.7223337888717651)|TASK::Проверка_правописания(0.7136212587356567)
2	dialogue_2006_d98b067197b8a857941ed7964f623502395c3315	ru	0.9836906790733337	Расширенный Эксперимент по Автоматическому Обнаружению и Исправлению Русских Малапропизмов	http://www.dialog-21.ru/media/1933/bolshakova.pdf	TASK::Морфологический_анализ(0.735466718673706)|TASK::Проверка_правописания(0.7347118854522705)|TASK::Дистрибутивная_семантика(0.7115267515182495)
3	dialogue_2009_ac4a1cd7d3a5d29ea900544527574468fa4d13c4	ru	0.9835748672485352	Лексические Функции и Возможности Оптимизации Поиска Информации в Интернете (На Материале Параметрических Слов)	http://www.dialog-21.ru/media/1624/74.pdf	TASK::Морфологический_анализ(0.7413762807846069)|TASK::Дистрибутивная_семантика(0.7288740873336792)|TASK::Проверка_правописания(0.7202386856079102)|TASK::Извлечение_именованных_сущностей(0.7044576406478882)
4	dialogue_2014_f805dff2fff141b13a0d99ba9646f50b3122f4b9	ru	0.983300507068634	Илья Сегалович и Развитие Идей Компьютерной Лингвистики в Яндексе	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ZelenkovYuG.pdf	TASK::Морфологический_анализ(0.7367056608200073)|TASK::Проверка_правописания(0.7261843681335449)|TASK::Дистрибутивная_семантика(0.7230048179626465)|TASK::Тематическое_моделирование(0.7128430604934692)|TASK::Извлечение_именованных_сущностей(0.7032074332237244)
5	dialogue_2009_4fde7b1a42f7e9d0e27f31294071c2e9e2cde14c	ru	0.9826536178588867	Некоторые Сложности Автоматизированной Лемматизации Несловарных Словоформ	http://www.dialog-21.ru/media/1576/26.pdf	TASK::Морфологический_анализ(0.7557423114776611)|TASK::Дистрибутивная_семантика(0.727803111076355)|TASK::Проверка_правописания(0.7157272100448608)
6	dialogue_2013_d99b6714cc7a6a01a0bbc8d16bc1381efbb1a359	ru	0.9825397729873657	Корпус как Язык: от Масштабируемости к Дифференциальной Полноте	http://www.dialog-21.ru/media/1224/belikovvi.pdf	TASK::Морфологический_анализ(0.7472037076950073)|TASK::Дистрибутивная_семантика(0.7242273092269897)|TASK::Проверка_правописания(0.7103375196456909)|TASK::Тематическое_моделирование(0.7091046571731567)
7	aist_2013_850a8c2b914358a5124c7051ac01bb5c59f28c6f	ru	0.9822166562080383	Генерация Сниппетов в Поисковых Системах как Задача Автоматического Квазиреферирования	http://legacy.aistconf.org/stuff/aist2013.pdf	TASK::Морфологический_анализ(0.7221585512161255)|TASK::Дистрибутивная_семантика(0.7210158705711365)|TASK::Тематическое_моделирование(0.7053356170654297)|TASK::Проверка_правописания(0.7040764689445496)
8	dialogue_2010_63f4e0a30446daa0fb98f5af42dd72f22f2aa6bc	ru	0.9821758270263672	Автоматическое Формирование Базы Сочетаемости Слов на Основе Очень Большого Корпуса Текстов	http://www.dialog-21.ru/media/1654/29.pdf	TASK::Морфологический_анализ(0.7461705207824707)|TASK::Проверка_правописания(0.7194563746452332)|TASK::Дистрибутивная_семантика(0.7188475728034973)|TASK::Извлечение_именованных_сущностей(0.7011433839797974)
9	dialogue_2012_f72aeeb582a7e35f44b1c8517b574009e04787ac	ru	0.9821151494979858	Сегментация Текста в Проекте «Открытый Корпус»	http://www.dialog-21.ru/media/1315/123.pdf	TASK::Морфологический_анализ(0.7226778268814087)|TASK::Проверка_правописания(0.7215434312820435)|TASK::Дистрибутивная_семантика(0.7173098921775818)|TASK::Извлечение_именованных_сущностей(0.701181173324585)
10	dialogue_2000_aa737aec6c6aca16230c8f4793e25fe94a99bced	ru	0.9820156693458557	Вариант Системы Распознавания Речи	http://www.dialog-21.ru/digest/2000/articles/galunov/	TASK::Проверка_правописания(0.7114816308021545)|TASK::Дистрибутивная_семантика(0.7106829881668091)|TASK::Морфологический_анализ(0.7075995206832886)

10.		dialogue_2003_ccc14b44cd5851614cd4adfbd59dd73fcdb8a09e	ru	Две Стратегии Взвешивания Признаков при Дистрибутивной Классификации Слов	http://www.dialog-21.ru/media/2677/pekar.pdf	TASK::Морфологический_анализ(0.7422026991844177)|TASK::Дистрибутивная_семантика(0.7178006768226624)
1	dialogue_2002_586a53fd1369411ce28af3c73f813cd7ee699bde	ru	0.9828052520751953	Автоматическое Пополнение Специализированного Тезаурус	http://www.dialog-21.ru/digest/2002/articles/pekar/	TASK::Морфологический_анализ(0.7618666887283325)|TASK::Дистрибутивная_семантика(0.7444355487823486)|TASK::Извлечение_именованных_сущностей(0.714137613773346)|TASK::Проверка_правописания(0.7123943567276001)|TASK::Тематическое_моделирование(0.7029074430465698)
2	dialogue_2012_0a001d407b1cf2a74999fd05536a51978f627836	ru	0.9813442826271057	Автоматический Анализ Тональности Текстов на Основе Методов Машинного Обучения	http://www.dialog-21.ru/media/1380/105.pdf	TASK::Дистрибутивная_семантика(0.734906792640686)|TASK::Морфологический_анализ(0.7344868779182434)|TASK::Тематическое_моделирование(0.7230339050292969)
3	dialogue_2005_bcc73955169fcb7f1faa92fadf2b3dff77012aeb	ru	0.9803628921508789	Вероятностная Модель Снятия Морфологической Омонимии на Основе Нормализующих Подстановок и Позиций Соседних Слов	http://www.dialog-21.ru/media/2444/zelenkov_segalovich.pdf	TASK::Дистрибутивная_семантика(0.7479048371315002)|TASK::Морфологический_анализ(0.7429853677749634)|TASK::Проверка_правописания(0.7127670049667358)|TASK::Извлечение_именованных_сущностей(0.7063115835189819)|TASK::Тематическое_моделирование(0.7027469873428345)
4	dialogue_2004_4bcf5826b7d5003df12f07c646fa971ac7ac48f6	ru	0.9800063967704773	Дистрибутивная Модель Сочетаемостных Ограничений Глаголов	http://www.dialog-21.ru/media/2556/pekar.pdf	TASK::Морфологический_анализ(0.7348250150680542)|TASK::Дистрибутивная_семантика(0.7253593802452087)
5	dialogue_2009_96fe9e297f9ba870b07148f0377038e8583381ab	ru	0.9786378145217896	Идентификация Автора Текста с Помощью Аппарата Опорных Векторов в Случае Двух Возможных Альтернатив	http://www.dialog-21.ru/media/1617/67.pdf	TASK::Морфологический_анализ(0.7407346963882446)|TASK::Дистрибутивная_семантика(0.7257099151611328)|TASK::Тематическое_моделирование(0.7021447420120239)|TASK::Проверка_правописания(0.7009052634239197)
6	aist_2013_8200539f3cfa7e9b595193f42fd9b49b4f57864d	ru	0.978199303150177	Анализ Статистических Алгоритмов Снятия Морфологической Омонимии в Русском Языке	https://publications.hse.ru/chapters/102449956	TASK::Морфологический_анализ(0.7678729891777039)|TASK::Дистрибутивная_семантика(0.7513700723648071)|TASK::Проверка_правописания(0.7329789996147156)|TASK::Тематическое_моделирование(0.7121527194976807)|TASK::Синтаксический_анализ(0.7073034048080444)|TASK::Извлечение_именованных_сущностей(0.70362389087677)
7	aist_2013_41d7684e528d04d31dc6f0f7937b60bb7fe64e2b	ru	0.9778783321380615	Оценка Сниппетов в Поиске Mail.ru: Корреляция Автоматических и Ассессорских Оценок	http://www.academia.edu/download/31338210/aist2013_submission_38.pdf	TASK::Морфологический_анализ(0.7223337888717651)|TASK::Проверка_правописания(0.7136212587356567)
8	dialogue_2008_c69bd78a65834f8e697945f4fa81e759a979d8a0	ru	0.9777047038078308	генетический Алгоритм Для Автоматического Разбиения Слов на Морфемы	http://www.dialog-21.ru/media/1736/15.pdf	TASK::Морфологический_анализ(0.7480891942977905)|TASK::Дистрибутивная_семантика(0.7466309666633606)|TASK::Проверка_правописания(0.718309760093689)|TASK::Извлечение_именованных_сущностей(0.7005372047424316)
9	dialogue_2010_89654a6e174bee3159dfb0992fc50386d87840a1	ru	0.977468729019165	Референциальный Выбор как Многофакторный Вероятностный Процесс	http://www.dialog-21.ru/media/1653/28.pdf	TASK::Морфологический_анализ(0.7545045018196106)|TASK::Дистрибутивная_семантика(0.7539477348327637)|TASK::Тематическое_моделирование(0.7096478939056396)|TASK::Извлечение_именованных_сущностей(0.7037351727485657)
10	dialogue_2003_6c313ce6087581faf54216e6d6df4985bafd602c	ru	0.9773644804954529	Навигация в Пределах Лексической Онтологии с Учетом Частотных Факторов	http://www.dialog-21.ru/media/2609/bodrov.pdf	TASK::Дистрибутивная_семантика(0.753280520439148)|TASK::Морфологический_анализ(0.7484651207923889)|TASK::Тематическое_моделирование(0.7297996878623962)|TASK::Конечные_преобразователи(0.7155671119689941)|TASK::Извлечение_именованных_сущностей(0.7006361484527588)

11.		dialogue_2003_b42261987b561abd566100c046ad51dd958702a6	ru	О Некоторых Семиотических Парадоксах в Русской Грамматике	http://www.dialog-21.ru/media/2678/percov.pdf	TASK::Морфологический_анализ(0.759604811668396)|TASK::Дистрибутивная_семантика(0.7371330857276917)|TASK::Извлечение_именованных_сущностей(0.7131621837615967)|TASK::Проверка_правописания(0.7102556228637695)
1	dialogue_2004_4c05fde1a895912e844e663e608f5398e2b9c5b6	ru	0.9844560623168945	О Явлении Автоконверсии	http://www.dialog-21.ru/media/2509/gankin.pdf	TASK::Морфологический_анализ(0.7425124645233154)|TASK::Дистрибутивная_семантика(0.7308781743049622)|TASK::Извлечение_именованных_сущностей(0.7036023139953613)|TASK::Проверка_правописания(0.7019226551055908)
2	dialogue_2000_f911271f58e2817b4e2eb3289bcb5f1153c64d03	ru	0.9834213256835938	Автоматический Морфологический Анализ Русских Словоформ с Префиксальным Отрицанием: Несколько Теоретических Проблем	http://www.dialog-21.ru/digest/2000/articles/krylov/	TASK::Морфологический_анализ(0.7504803538322449)|TASK::Дистрибутивная_семантика(0.7474315166473389)|TASK::Извлечение_именованных_сущностей(0.7206028699874878)|TASK::Проверка_правописания(0.7140251398086548)
3	dialogue_2004_d0b54334d7c9434e2e36635d0649d4a749a4890b	ru	0.9834025502204895	Для чего Нужен Звучащий Словарь Дискурсивных Слов Русского Языка	http://www.dialog-21.ru/media/2525/kobozeva.pdf	TASK::Морфологический_анализ(0.749069333076477)|TASK::Дистрибутивная_семантика(0.7277425527572632)|TASK::Проверка_правописания(0.7211341857910156)|TASK::Извлечение_именованных_сущностей(0.7016478180885315)
4	dialogue_2019_0ee90c8cec61add9cf128c8ef79da0ad435622b3	ru	0.9829085469245911	Послеложные Конструкции Татарского Языка: Методики Оценки Внутриязыкового Варьирования	http://www.dialog-21.ru/media/4615/lyutikovaeaplusgerasimovaaa-033.pdf	TASK::Морфологический_анализ(0.7751349210739136)|TASK::Дистрибутивная_семантика(0.7554759979248047)|TASK::Извлечение_именованных_сущностей(0.7227557897567749)|TASK::Проверка_правописания(0.7193279266357422)
5	dialogue_2005_89926660db9327163d7f84f242e119b50ebc6f43	ru	0.9828516840934753	Зависит ли Синтаксическое Поведение Идиом от их Семантики?	http://www.dialog-21.ru/media/2362/dobrovolskijd.pdf	TASK::Дистрибутивная_семантика(0.7538475394248962)|TASK::Морфологический_анализ(0.7507621645927429)|TASK::Извлечение_именованных_сущностей(0.7079592943191528)
6	dialogue_2010_9e64e5d6f4950200924caf0f8a9cc765b35a425c	ru	0.9825975894927979	Именные Предикативы и Дативные Предложения в Европейских Языках	http://www.dialog-21.ru/media/1704/79.pdf	TASK::Морфологический_анализ(0.7545053958892822)|TASK::Дистрибутивная_семантика(0.733770489692688)|TASK::Проверка_правописания(0.7213759422302246)|TASK::Извлечение_именованных_сущностей(0.7042413949966431)
7	dialogue_2007_ed67c940fe22dc3e82e4e5694785bd4a244e0f14	ru	0.9825569987297058	Полисемия Дискурсивных Слов и Возможности ее Разрешения в Контексте Предложения (На Примере Слова Вот)	http://www.dialog-21.ru/media/1859/38.pdf	TASK::Морфологический_анализ(0.7607590556144714)|TASK::Дистрибутивная_семантика(0.7529212236404419)|TASK::Проверка_правописания(0.7196851372718811)|TASK::Извлечение_именованных_сущностей(0.7166765332221985)|TASK::Синтаксический_анализ(0.7084068059921265)
8	dialogue_2016_2db1947ff83ede162c76d0ea04499356c06b2834	ru	0.9824914932250977	Структура Двухместных Коннекторов Русского Языка В Свете Корпусных Данных	http://www.dialog-21.ru/media/3394/inkovaoyu.pdf	TASK::Морфологический_анализ(0.7390129566192627)|TASK::Дистрибутивная_семантика(0.7252985239028931)|TASK::Проверка_правописания(0.7102726697921753)|TASK::Извлечение_именованных_сущностей(0.7058265805244446)
9	dialogue_2019_c0d48d7b8d531ddd59c5f5d953b0957c9fab35b3	ru	0.9823575019836426	Притяжательные Местоимения В Русских Объектных Именных Группах	http://www.dialog-21.ru/media/4634/tiskindb-065.pdf	TASK::Морфологический_анализ(0.7445158958435059)|TASK::Дистрибутивная_семантика(0.7308548092842102)|TASK::Проверка_правописания(0.7143163084983826)|TASK::Извлечение_именованных_сущностей(0.7064918279647827)
10	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.9822090864181519	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.7348517179489136)|TASK::Проверка_правописания(0.7204894423484802)|TASK::Дистрибутивная_семантика(0.7179569602012634)

12.		dialogue_2019_4a5c4385216b2220faf8860da8101e1c3744c9ca	ru	Прагматика В Интерпретации Сфер Действия (На Материале Письменных Русских Текстов)	http://www.dialog-21.ru/media/4582/apresjanvju-066.pdf	TASK::Дистрибутивная_семантика(0.7436045408248901)|TASK::Морфологический_анализ(0.7390249967575073)|TASK::Проверка_правописания(0.7176758646965027)|TASK::Анализ_тональности(0.710921049118042)|TASK::Извлечение_именованных_сущностей(0.7077316641807556)
1	dialogue_2018_0eb84d5355d2391499df211f5922f3135d5592ee	ru	0.9931076765060425	Разрешение Неоднозначности Сфер Действия В Письменных Текстах (На Материале Английского Языка)	http://www.dialog-21.ru/media/4285/apresyanvju.pdf	TASK::Дистрибутивная_семантика(0.7251971960067749)|TASK::Морфологический_анализ(0.7245850563049316)|TASK::Проверка_правописания(0.7088292837142944)
2	dialogue_2018_c8e13efcc7fcc866f619d3f5f6d3cbedff02126d	ru	0.9872946739196777	Интерпретация Русских Местоимений В Контекстах Контрфактического Тождества: Опыт Корпусного Исследования	http://www.dialog-21.ru/media/4337/tiskindb.pdf	TASK::Дистрибутивная_семантика(0.7340480089187622)|TASK::Морфологический_анализ(0.7327984571456909)|TASK::Проверка_правописания(0.7106096744537354)|TASK::Извлечение_именованных_сущностей(0.7048154473304749)
3	dialogue_2016_2db1947ff83ede162c76d0ea04499356c06b2834	ru	0.9857719540596008	Структура Двухместных Коннекторов Русского Языка В Свете Корпусных Данных	http://www.dialog-21.ru/media/3394/inkovaoyu.pdf	TASK::Морфологический_анализ(0.7390129566192627)|TASK::Дистрибутивная_семантика(0.7252985239028931)|TASK::Проверка_правописания(0.7102726697921753)|TASK::Извлечение_именованных_сущностей(0.7058265805244446)
4	dialogue_2019_c0d48d7b8d531ddd59c5f5d953b0957c9fab35b3	ru	0.9843990802764893	Притяжательные Местоимения В Русских Объектных Именных Группах	http://www.dialog-21.ru/media/4634/tiskindb-065.pdf	TASK::Морфологический_анализ(0.7445158958435059)|TASK::Дистрибутивная_семантика(0.7308548092842102)|TASK::Проверка_правописания(0.7143163084983826)|TASK::Извлечение_именованных_сущностей(0.7064918279647827)
5	dialogue_2017_43e41133d6f8ff3438d9418ecc0c4edda43ab1d6	ru	0.9843388795852661	Отрицательная и Положительная Поляризация: Семантические Источники	http://www.dialog-21.ru/media/3896/apresjanvju.pdf	TASK::Морфологический_анализ(0.7285690307617188)|TASK::Дистрибутивная_семантика(0.7159214615821838)|TASK::Проверка_правописания(0.7081549167633057)|TASK::Извлечение_именованных_сущностей(0.7005391120910645)
6	dialogue_2017_32140400223bd12244ed2cd91d38771ea4d86dbc	ru	0.984306275844574	Когда Статья — Это не Статья: «Отрицательные Тавтологии» в Русском Языке	http://www.dialog-21.ru/media/3960/vilinbakhovael.pdf	TASK::Проверка_правописания(0.7160776853561401)|TASK::Морфологический_анализ(0.710420548915863)|TASK::Дистрибутивная_семантика(0.7021485567092896)
7	dialogue_2006_efac0ef41b692b6dfb2e8d9a4fa6d420c332e2db	ru	0.9840792417526245	Русские Предикатные Имена и Отрицание	http://www.dialog-21.ru/media/1993/pazelskaya.pdf	TASK::Дистрибутивная_семантика(0.7270534038543701)|TASK::Извлечение_именованных_сущностей(0.7225507497787476)|TASK::Морфологический_анализ(0.7215009927749634)
8	dialogue_2014_f135781f32c4be9967d735ab618edc39f129f58f	ru	0.983773410320282	Снятая Утвердительность и Неверидикативность	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/PaduchevaEV.pdf	TASK::Дистрибутивная_семантика(0.7260787487030029)|TASK::Морфологический_анализ(0.7123127579689026)|TASK::Проверка_правописания(0.7100807428359985)
9	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.9835202097892761	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.7348517179489136)|TASK::Проверка_правописания(0.7204894423484802)|TASK::Дистрибутивная_семантика(0.7179569602012634)
10	dialogue_2019_3824adc497a9eb6d964638500081edef76c643f2	ru	0.9834794998168945	Семантические Типы Импликатур И Условия Их Возникновения (На Материале Корпуса Газетных Заголовков)	http://www.dialog-21.ru/media/4583/apresjanvjuplusorlovav-012.pdf	TASK::Морфологический_анализ(0.7329018712043762)|TASK::Дистрибутивная_семантика(0.7275969386100769)|TASK::Проверка_правописания(0.7074429392814636)|TASK::Извлечение_именованных_сущностей(0.7042657136917114)

13.		dialogue_2006_b8c6726eb307e468087cc332646b274ed4c821bc	ru	А кто этот Этот? Имена Собственные и Неопределенная Определенность	http://www.dialog-21.ru/media/1954/iomdinb.pdf	TASK::Проверка_правописания(0.7073404788970947)
1	dialogue_2019_f0e2520e152969eced10e85d612e59e97bb7440b	ru	0.9921649694442749	Русское Что-То Как Дискурсивное Слово	http://www.dialog-21.ru/media/4639/zalizniakannaapluspaduchevaev-038.pdf	TASK::Проверка_правописания(0.7144870758056641)|TASK::Морфологический_анализ(0.7019051313400269)
2	dialogue_2018_52d7ec2abc79699f01012a79b1540626e87131c4	ru	0.9917297959327698	Абы: Корпусное Исследование В Аспекте Синхронии И Диахронии	http://www.dialog-21.ru/media/4315/levontinaib_shmelevad.pdf	TASK::Проверка_правописания(0.7035051584243774)
3	dialogue_2010_c252069136aa7bb3b8769e50b37854e9229df599	ru	0.9906308054924011	Такая Девочка-девочка. Семантика Редупликации Существительных в Русской Разговорной Речи и Языке Интернета	http://www.dialog-21.ru/media/1490/15.pdf	TASK::Проверка_правописания(0.7163920402526855)|TASK::Морфологический_анализ(0.707440972328186)
4	dialogue_2018_e12b6c4384ff5cb32b0fb1fddb03f06a12ccc67e	ru	0.9905062913894653	Русское Как-Нибудь По Данным Параллельных Корпусов	http://www.dialog-21.ru/media/4342/zalizniakannaa.pdf	TASK::Проверка_правописания(0.708696186542511)
5	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	ru	0.9896536469459534	Говорю Я, Карл...	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf	TASK::Проверка_правописания(0.7153810262680054)|TASK::Морфологический_анализ(0.7062094211578369)
6	dialogue_2017_4764b1d97f58093df9caa377385a9a280f81e3bc	ru	0.9892495274543762	Дискурсивные Частицы и Способы их Перевода: ну в Романе Владимира Сорокина «Очередь»	http://www.dialog-21.ru/media/3907/dobrovol-skijdolevontinaib.pdf	TASK::Проверка_правописания(0.7111937403678894)
7	dialogue_2015_5ae5ce82cd8cf56a11ba04b33a8fc50a8e1c5c21	ru	0.9891262054443359	Модальные Частицы и Идея Актуализации Забытого (На Материале Параллельных Корпусов)	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/DobrovolskijDOLevontinaIB.pdf	TASK::Проверка_правописания(0.7143297791481018)|TASK::Морфологический_анализ(0.7136393785476685)
8	dialogue_2012_68cc91137e1b4d8adc600c866579d191282ae807	ru	0.9886007308959961	О Синонимии Фокусирующих Частиц (На Материале Немецкого и Русского Языков)	http://www.dialog-21.ru/media/1324/156.pdf	TASK::Проверка_правописания(0.7067992687225342)
9	dialogue_2011_8574fd6ac6f464346d7656fc5851639e2227eaa3	ru	0.9885753989219666	О Некоторых Лексических «Открытиях» на Материале Русской Спонтанной Речи (Корпусное Исследование)	http://www.dialog-21.ru/media/1413/13.pdf	TASK::Проверка_правописания(0.7205933332443237)|TASK::Морфологический_анализ(0.7033223509788513)
10	dialogue_2013_9dbe16ce07df4823e232657f0c2b12df14673302	ru	0.9882928729057312	Эгоцентрические Единицы Языка и Режимы Интерпретации	http://www.dialog-21.ru/media/1274/paduchevaev.pdf	TASK::Проверка_правописания(0.7051793336868286)

14.		dialogue_2006_500e96450545e5b1778ee12e7e83dd23945ace7c	ru	О Лексических Маркерах Хезитации в Спонтанной Речи: Уроки Армянского	http://www.dialog-21.ru/media/1996/podlesskaya.pdf	TASK::Проверка_правописания(0.730481743812561)|TASK::Морфологический_анализ(0.7256019115447998)|TASK::Дистрибутивная_семантика(0.7098552584648132)
1	dialogue_2013_60a42db6b8cc0c523f57938607f88b0398e153c3	ru	0.9918860197067261	Нечеткая Номинация в Русской Разговорной Речи: Опыт Корпусного Исследования	http://www.dialog-21.ru/media/1281/podlesskayavi.pdf	TASK::Морфологический_анализ(0.7234567403793335)|TASK::Проверка_правописания(0.713395357131958)|TASK::Дистрибутивная_семантика(0.7021666765213013)
2	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	ru	0.988662838935852	Полипредикативные Конструкции с то что в Непубличной Устной Речи	http://www.dialog-21.ru/media/1254/korotaevna.pdf	TASK::Морфологический_анализ(0.7348517179489136)|TASK::Проверка_правописания(0.7204894423484802)|TASK::Дистрибутивная_семантика(0.7179569602012634)
3	dialogue_2007_2e30ec4ef54387419885b0d339ae800ed84740f0	ru	0.9885781407356262	Многозначность Конструкции «Что Плюс за Плюс Именная Группа» в Свете Данных Национального Корпуса Русского Языка: что же Это за Конструкция?!	http://www.dialog-21.ru/media/1892/71.pdf	TASK::Морфологический_анализ(0.7350159883499146)|TASK::Проверка_правописания(0.7298177480697632)|TASK::Дистрибутивная_семантика(0.717328667640686)
4	dialogue_2019_c0d48d7b8d531ddd59c5f5d953b0957c9fab35b3	ru	0.9880032539367676	Притяжательные Местоимения В Русских Объектных Именных Группах	http://www.dialog-21.ru/media/4634/tiskindb-065.pdf	TASK::Морфологический_анализ(0.7445158958435059)|TASK::Дистрибутивная_семантика(0.7308548092842102)|TASK::Проверка_правописания(0.7143163084983826)|TASK::Извлечение_именованных_сущностей(0.7064918279647827)
5	dialogue_2002_d1de430cf94bc088d7d83ee8b3c21b3fc5892315	ru	0.9872535467147827	Уроки Русско-английского(из Опыта Работы Системы Машинного Перевода)	http://www.dialog-21.ru/digest/2002/articles/iomdinl/	TASK::Проверка_правописания(0.7155030965805054)|TASK::Морфологический_анализ(0.7075550556182861)
6	dialogue_2019_bc17fe808de94ed77873d64da3cf396c6d603b61	ru	0.986751914024353	Аннотирование Параллельных Текстов: Понятие «Дивергентный Перевод»	http://www.dialog-21.ru/media/4600/inkovaoyu-019.pdf	TASK::Морфологический_анализ(0.7448955774307251)|TASK::Дистрибутивная_семантика(0.727077305316925)|TASK::Проверка_правописания(0.7220590114593506)
7	dialogue_2010_f88783641be7a02234e49ac66bf46b3220ecc034	ru	0.9865380525588989	Самоисправления Говорящего в Японском Устном Нарративе: Анализ Корпусных Данных	http://www.dialog-21.ru/media/1683/58.pdf	TASK::Морфологический_анализ(0.7327345013618469)|TASK::Проверка_правописания(0.7153475284576416)
8	dialogue_2008_657658b7188aae17889619e8c3b3554fd4be9a26	ru	0.9863507747650146	Локальные и Глобальные Правила в Синтаксисе	http://www.dialog-21.ru/media/1805/85.pdf	TASK::Морфологический_анализ(0.7503993511199951)|TASK::Дистрибутивная_семантика(0.7451664209365845)|TASK::Проверка_правописания(0.7138150930404663)|TASK::Извлечение_именованных_сущностей(0.7088890075683594)
9	dialogue_2006_6ad16d2ada5861652fdddd84bceb41f65a248e21	ru	0.9863427877426147	Опыт Применения Методов Дискурсивно Ориентированной Транскрипции к Материалу Неиндоевропейского Языка	http://www.dialog-21.ru/media/2010/tsukanova.pdf	TASK::Морфологический_анализ(0.7205120325088501)|TASK::Проверка_правописания(0.7015393972396851)
10	dialogue_2008_1a8f4e0fad2e4388b2aa60abb8a455f8fbd3a6d2	ru	0.986285924911499	О Проекте Активного Словаря (Ас) Русского Языка	http://www.dialog-21.ru/media/1725/4.pdf	TASK::Морфологический_анализ(0.7324643135070801)|TASK::Проверка_правописания(0.7207087278366089)|TASK::Дистрибутивная_семантика(0.7190333008766174)|TASK::Извлечение_именованных_сущностей(0.7014129757881165)

15.		dialogue_2006_0b84d340edc8c21225ced251746f5013078b5df3	ru	Словарь «Языки Русских Городов»: Подбор Примеров И Интернет	http://www.dialog-21.ru/media/1929/belikov.pdf	TASK::Проверка_правописания(0.7200808525085449)|TASK::Морфологический_анализ(0.7072917222976685)
1	dialogue_2008_92dc674e50f5feacea9e19b58409a4d06a687146	ru	0.986626386642456	Паремии как Объект Лексикографии	http://www.dialog-21.ru/media/1728/7.pdf	TASK::Проверка_правописания(0.7302438020706177)|TASK::Морфологический_анализ(0.7128055691719055)
2	dialogue_2009_af411bd52e2f3cf5f1e024262af7e10ce3efab08	ru	0.9860132336616516	Статистическая Оценка Функциональных Свойств Лексики по Материалам Интернета	http://www.dialog-21.ru/media/1555/05.pdf	TASK::Морфологический_анализ(0.7242504954338074)|TASK::Проверка_правописания(0.7159867286682129)
3	dialogue_2012_5c971351607a8c9d3467cd3fce4330e4e3568527	ru	0.9840090274810791	О Проекте Словаря Дискурсивных Единиц Русской Речи (На Корпусном Материале)	http://www.dialog-21.ru/media/1317/2.pdf	TASK::Морфологический_анализ(0.7325472831726074)|TASK::Проверка_правописания(0.7205973863601685)|TASK::Дистрибутивная_семантика(0.7017848491668701)
4	dialogue_2014_12511ab58e84736932afa8d7bdc3ba92327141fc	ru	0.9839614033699036	Души Сиреневая Цветь… или Просто Какая-то Хрень? Бессуффиксальные Существительные в Текстах Русских Писателей	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/MikheevMJu.pdf	TASK::Проверка_правописания(0.7196741104125977)
5	dialogue_2019_03f4c316f774af7eb5e83660acb0635578d6c9e8	ru	0.9836339950561523	Дискурсивные Слова В Корпусном Измерении: Одним Словом У Достоевского И Его Современников	http://www.dialog-21.ru/media/4585/baranovanplusdobrovolskij-do-043.pdf	TASK::Проверка_правописания(0.7143619060516357)|TASK::Морфологический_анализ(0.7111079692840576)
